10,12,Red,
8,12,Red,
2,12,Red,
11,12,Red,
5,12,Red,
12,11,Black,
5,12,Red,
12,11,Black,
5,12,Red,
10,12,Red,
8,12,Red,
6,12,Red,
12,4,Black,
12,4,Black,
12,9,Black,
6,12,Red,
5,12,Red,
9,12,Red,
4,12,Red,
12,2,Black,
5,12,Red,
12,4,Black,
12,10,Black,
12,4,Black,
12,9,Black,
9,12,Red,
12,7,Black,
10,12,Red,
9,12,Red,
10,12,Red,
12,6,Black,
12,8,Black,
12,10,Black,
12,9,Black,
11,3,Black,
12,11,Black,
9,12,Red,
12,6,Black,
12,6,Black,
12,7,Black,
4,12,Red,
6,12,Red,
6,12,Red,
12,4,Black,
12,4,Black,
11,12,Red,
10,12,Red,
12,7,Black,
9,12,Red,
12,8,Black,
11,12,Red,
12,2,Black,
5,12,Red,
11,12,Red,
6,11,Red,
11,6,Black,
12,8,Black,
8,12,Red,
12,6,Black,
12,9,Black,
12,8,Black,
12,7,Black,
12,10,Black,
12,11,Black,
11,7,Black,
6,12,Red,
6,12,Red,
10,12,Red,
4,12,Red,
12,11,Black,
7,11,Red,
12,9,Black,
11,12,Red,
8,12,Red,
11,12,Red,
4,12,Red,
8,12,Red,
2,12,Red,
8,12,Red,
3,12,Red,
12,8,Black,
12,8,Black,
12,6,Black,
9,12,Red,
11,8,Black,
12,9,Black,
12,9,Black,
12,9,Black,
12,6,Black,
10,12,Red,
12,6,Black,
7,12,Red,
6,12,Red,
12,11,Black,
9,12,Red,
2,12,Red,
11,12,Red,
6,12,Red,
12,8,Black,
12,5,Black,
5,11,Red,
12,6,Black,
7,12,Red,
9,12,Red,
9,12,Red,
12,4,Black,
8,12,Red,
6,12,Red,
9,12,Red,
11,12,Red,
5,12,Red,
12,8,Black,
12,4,Black,
8,12,Red,
12,9,Black,
11,6,Black,
11,12,Red,
12,4,Black,
12,7,Black,
12,6,Black,
7,12,Red,
12,8,Black,
12,6,Black,
8,12,Red,
12,3,Black,
8,12,Red,
12,8,Black,
12,9,Black,
12,7,Black,
4,11,Red,
8,12,Red,
8,12,Red,
12,6,Black,
12,5,Black,
6,12,Red,
12,5,Black,
12,6,Black,
12,9,Black,
12,8,Black,
12,11,Black,
10,12,Red,
10,7,Black,
12,6,Black,
4,12,Red,
3,12,Red,
12,11,Black,
12,4,Black,
12,7,Black,
9,12,Red,
12,8,Black,
12,6,Black,
5,12,Red,
12,10,Black,
12,8,Black,
11,12,Red,
12,5,Black,
9,12,Red,
12,9,Black,
11,3,Black,
6,12,Red,
12,5,Black,
10,12,Red,
9,12,Red,
11,12,Red,
10,12,Red,
12,7,Black,
11,5,Black,
6,12,Red,
12,6,Black,
12,8,Black,
8,12,Red,
7,12,Red,
12,6,Black,
9,12,Red,
10,12,Red,
12,6,Black,
12,7,Black,
12,5,Black,
6,12,Red,
9,12,Red,
7,12,Red,
12,8,Black,
12,9,Black,
12,4,Black,
7,12,Red,
12,4,Black,
5,12,Red,
7,12,Red,
12,5,Black,
12,10,Black,
7,12,Red,
6,12,Red,
12,7,Black,
5,12,Red,
3,12,Red,
10,12,Red,
7,12,Red,
12,7,Black,
9,12,Red,
12,7,Black,
9,12,Red,
