12,8,Black,
5,12,Red,
8,12,Red,
8,12,Red,
6,12,Red,
12,9,Black,
3,12,Red,
6,12,Red,
8,11,Draw,
12,4,Black,
10,12,Red,
7,12,Red,
5,12,Red,
8,10,Draw,
8,11,Draw,
5,11,Red,
6,12,Red,
3,12,Red,
6,12,Red,
2,12,Red,
5,12,Red,
6,12,Red,
12,7,Black,
5,12,Red,
12,5,Black,
4,12,Red,
6,11,Draw,
5,12,Red,
5,12,Red,
7,12,Red,
8,12,Red,
5,12,Red,
7,12,Red,
8,12,Red,
8,12,Red,
4,12,Red,
8,12,Red,
5,12,Red,
7,12,Red,
8,12,Red,
8,12,Red,
5,12,Red,
9,12,Red,
7,12,Red,
3,12,Red,
7,12,Red,
5,12,Red,
6,12,Red,
8,12,Red,
4,12,Red,
2,12,Red,
6,12,Red,
12,7,Black,
7,11,Draw,
5,12,Red,
5,12,Red,
8,12,Red,
9,12,Red,
9,12,Red,
4,12,Red,
4,12,Red,
5,12,Red,
7,12,Red,
9,9,Draw,
7,12,Red,
5,12,Red,
8,9,Draw,
8,12,Red,
4,12,Red,
3,12,Red,
7,12,Red,
5,12,Red,
8,12,Red,
6,12,Red,
7,12,Red,
7,12,Red,
7,11,Draw,
9,10,Draw,
5,11,Red,
3,12,Red,
11,4,Black,
7,12,Red,
4,12,Red,
7,12,Red,
6,12,Red,
6,12,Red,
12,6,Black,
12,7,Black,
6,12,Red,
6,12,Red,
5,12,Red,
3,12,Red,
7,12,Red,
7,12,Red,
8,10,Draw,
9,10,Draw,
11,7,Black,
3,12,Red,
4,12,Red,
4,12,Red,
4,12,Red,
5,12,Red,
7,12,Red,
1,12,Red,
6,12,Red,
7,12,Red,
7,11,Draw,
8,12,Red,
5,12,Red,
4,12,Red,
12,7,Black,
7,12,Red,
8,12,Red,
9,12,Red,
6,12,Red,
3,12,Red,
4,12,Red,
5,12,Red,
7,11,Draw,
6,12,Red,
12,6,Black,
6,12,Red,
6,12,Red,
2,11,Red,
5,12,Red,
10,7,Draw,
7,11,Red,
9,9,Draw,
5,12,Red,
7,12,Red,
5,12,Red,
5,12,Red,
3,12,Red,
6,12,Red,
8,12,Red,
5,12,Red,
6,12,Red,
5,12,Red,
12,5,Black,
3,11,Red,
3,12,Red,
2,12,Red,
8,12,Red,
3,12,Red,
6,12,Red,
9,12,Red,
2,12,Red,
5,12,Red,
3,12,Red,
7,12,Red,
8,12,Red,
6,12,Red,
3,12,Red,
6,12,Red,
8,12,Red,
6,12,Red,
4,12,Red,
6,12,Red,
3,12,Red,
12,8,Black,
7,12,Red,
4,12,Red,
8,12,Red,
6,12,Red,
7,12,Red,
6,12,Red,
5,12,Red,
7,12,Red,
7,12,Red,
5,12,Red,
9,12,Red,
10,11,Draw,
5,11,Red,
6,12,Red,
2,12,Red,
6,12,Red,
4,12,Red,
12,10,Black,
6,12,Red,
4,12,Red,
8,12,Red,
5,12,Red,
7,12,Red,
6,12,Red,
6,12,Red,
9,12,Red,
6,12,Red,
4,12,Red,
5,12,Red,
4,12,Red,
5,12,Red,
8,12,Red,
6,12,Red,
2,12,Red,
4,12,Red,
4,12,Red,
6,12,Red,
8,12,Red,
9,12,Red,
7,12,Red,
8,12,Red,
