9,3,Black,
5,12,Red,
7,12,Red,
2,12,Red,
5,11,Red,
3,12,Red,
5,12,Red,
3,12,Red,
4,12,Red,
2,11,Red,
3,12,Red,
5,12,Red,
5,12,Red,
2,12,Red,
4,12,Red,
4,12,Red,
7,12,Red,
2,12,Red,
3,12,Red,
11,4,Black,
3,11,Red,
6,12,Red,
5,12,Red,
9,12,Red,
7,12,Red,
3,12,Red,
3,12,Red,
4,11,Red,
2,12,Red,
5,12,Red,
4,12,Red,
3,12,Red,
3,11,Red,
4,12,Red,
1,12,Red,
3,12,Red,
3,12,Red,
2,11,Red,
3,12,Red,
3,12,Red,
8,12,Red,
2,12,Red,
4,12,Red,
6,12,Red,
5,11,Red,
3,12,Red,
5,12,Red,
4,11,Red,
3,12,Red,
3,12,Red,
2,12,Red,
4,12,Red,
4,12,Red,
3,11,Red,
2,12,Red,
5,12,Red,
4,11,Red,
6,12,Red,
2,11,Red,
4,12,Red,
3,12,Red,
4,12,Red,
5,12,Red,
4,12,Red,
3,12,Red,
5,11,Red,
6,12,Red,
6,12,Red,
7,12,Red,
4,12,Red,
7,12,Red,
5,12,Red,
3,12,Red,
2,12,Red,
5,12,Red,
5,12,Red,
3,12,Red,
3,12,Red,
7,12,Red,
6,12,Red,
5,12,Red,
2,12,Red,
6,12,Red,
12,2,Black,
4,12,Red,
3,12,Red,
5,11,Red,
3,11,Red,
7,12,Red,
2,11,Red,
5,11,Red,
5,11,Red,
5,12,Red,
3,12,Red,
2,12,Red,
7,12,Red,
3,11,Red,
3,12,Red,
5,12,Red,
7,12,Red,
3,12,Red,
3,12,Red,
5,12,Red,
7,12,Red,
4,11,Red,
3,12,Red,
4,12,Red,
3,12,Red,
5,12,Red,
7,12,Red,
3,12,Red,
3,12,Red,
5,11,Red,
4,11,Red,
3,12,Red,
3,11,Red,
2,12,Red,
2,12,Red,
4,12,Red,
5,12,Red,
2,12,Red,
2,12,Red,
3,12,Red,
6,12,Red,
2,11,Red,
6,12,Red,
5,12,Red,
5,12,Red,
3,12,Red,
3,12,Red,
4,12,Red,
5,12,Red,
5,12,Red,
4,12,Red,
3,12,Red,
6,12,Red,
1,12,Red,
1,12,Red,
1,12,Red,
5,12,Red,
6,12,Red,
4,12,Red,
3,11,Red,
6,12,Red,
4,12,Red,
4,12,Red,
4,12,Red,
2,12,Red,
3,12,Red,
3,12,Red,
5,12,Red,
3,12,Red,
4,12,Red,
3,12,Red,
2,11,Red,
4,12,Red,
6,12,Red,
3,12,Red,
2,12,Red,
1,12,Red,
8,12,Red,
5,9,Draw,
5,11,Red,
4,12,Red,
5,12,Red,
1,12,Red,
6,12,Red,
4,12,Red,
2,12,Red,
6,12,Red,
4,12,Red,
5,12,Red,
2,12,Red,
4,12,Red,
9,12,Red,
1,12,Red,
6,12,Red,
5,12,Red,
3,12,Red,
1,11,Red,
4,12,Red,
2,12,Red,
2,12,Red,
6,12,Red,
10,12,Red,
3,11,Red,
6,12,Red,
2,12,Red,
2,11,Red,
2,12,Red,
2,12,Red,
4,12,Red,
5,12,Red,
4,12,Red,
4,12,Red,
3,11,Red,
3,12,Red,
6,12,Red,
2,12,Red,
2,12,Red,
4,12,Red,
